,ppltrst,agea,dweight,pspwght,pweight,psu,stratum,weight,male,eco_friendly,income
10856,8.0,31.0,1.0009374618530273,1.1270512342453003,0.05470525,4950.0,197.0,0.06165562,0.0,1.0,7.0
10857,5.0,66.0,1.0000554323196411,0.8766680955886841,0.05470525,4951.0,201.0,0.047958348,0.0,1.0,5.0
10860,7.0,31.0,0.9992244839668274,1.0944198369979858,0.05470525,4954.0,199.0,0.05987051,0.0,0.0,6.0
10861,6.0,38.0,1.0003948211669922,1.0528196096420288,0.05470525,4955.0,195.0,0.05759476,1.0,1.0,5.0
10864,7.0,56.0,1.0009374618530273,1.3537179231643677,0.05470525,4959.0,197.0,0.07405548,0.0,1.0,8.0
10865,5.0,69.0,1.0009374618530273,0.8774412870407104,0.05470525,4960.0,197.0,0.048000645,0.0,1.0,3.0
10867,8.0,43.0,1.0009374618530273,0.8193138241767883,0.05470525,4962.0,197.0,0.044820767,0.0,1.0,2.0
10871,5.0,19.0,1.0000554323196411,1.095329999923706,0.05470525,4967.0,201.0,0.0599203,0.0,1.0,3.0
10873,5.0,65.0,1.0009374618530273,0.8774412870407104,0.05470525,4969.0,197.0,0.048000645,0.0,0.0,4.0
10878,5.0,49.0,1.0003893375396729,0.818865180015564,0.05470525,4974.0,200.0,0.044796225,0.0,1.0,5.0
10879,5.0,57.0,0.9997552037239075,0.7911564111709595,0.05470525,4976.0,192.0,0.043280408,1.0,1.0,3.0
10881,5.0,85.0,0.9976308941841125,0.7894753813743591,0.05470525,4978.0,194.0,0.04318845,1.0,1.0,3.0
10885,2.0,52.0,0.9997552037239075,1.0521464347839355,0.05470525,4983.0,192.0,0.057557933,1.0,1.0,3.0
10886,7.0,29.0,0.9997552037239075,1.0809534788131714,0.05470525,4984.0,192.0,0.05913383,1.0,1.0,8.0
10887,4.0,24.0,0.9998219013214111,1.1629860401153564,0.05470525,4985.0,196.0,0.06362144,1.0,1.0,6.0
10888,10.0,48.0,0.9996680021286011,0.8182746171951294,0.05470525,4986.0,198.0,0.04476392,0.0,0.0,3.0
10893,5.0,54.0,0.9998219013214111,1.0522162914276123,0.05470525,4991.0,196.0,0.057561755,1.0,0.0,1.0
10895,5.0,66.0,0.9997552037239075,0.7911564111709595,0.05470525,4993.0,192.0,0.043280408,1.0,1.0,7.0
10896,1.0,21.0,0.9998219013214111,1.1629860401153564,0.05470525,4995.0,196.0,0.06362144,1.0,1.0,7.0
10897,5.0,56.0,1.0000554323196411,0.8766680955886841,0.05470525,4996.0,201.0,0.047958348,0.0,1.0,4.0
10898,8.0,45.0,1.0009374618530273,0.8193138241767883,0.05470525,4997.0,197.0,0.044820767,0.0,0.0,7.0
10901,4.0,35.0,0.9998219013214111,1.244267225265503,0.05470525,5000.0,196.0,0.06806795,1.0,1.0,3.0
10902,7.0,55.0,1.0003948211669922,0.7916625738143921,0.05470525,5002.0,195.0,0.043308098,1.0,1.0,4.0
10903,3.0,58.0,1.0000554323196411,0.6363939642906189,0.05470525,5003.0,201.0,0.03481409,0.0,1.0,3.0
10904,5.0,54.0,1.0003893375396729,0.818865180015564,0.05470525,5004.0,200.0,0.044796225,0.0,1.0,2.0
10906,4.0,59.0,1.0000554323196411,0.8766680955886841,0.05470525,5006.0,201.0,0.047958348,0.0,1.0,3.0
10911,7.0,56.0,1.0000554323196411,0.8766680955886841,0.05470525,5011.0,201.0,0.047958348,0.0,0.0,3.0
10914,6.0,23.0,0.9996680021286011,1.160509467124939,0.05470525,5014.0,198.0,0.06348596,0.0,0.0,7.0
10917,5.0,55.0,0.9998219013214111,0.7912091016769409,0.05470525,5018.0,196.0,0.04328329,1.0,1.0,5.0
10918,3.0,34.0,1.0003948211669922,1.0300112962722778,0.05470525,5019.0,195.0,0.056347024,1.0,0.0,2.0
10922,0.0,52.0,1.0009374618530273,0.8193138241767883,0.05470525,5024.0,197.0,0.044820767,0.0,1.0,6.0
10926,0.0,53.0,0.9998219013214111,1.0522162914276123,0.05470525,5028.0,196.0,0.057561755,1.0,1.0,5.0
10927,5.0,52.0,1.0009374618530273,1.1289379596710205,0.05470525,5029.0,197.0,0.061758835,0.0,1.0,10.0
10928,4.0,88.0,1.0000554323196411,0.8766680955886841,0.05470525,5030.0,201.0,0.047958348,0.0,1.0,1.0
10931,8.0,77.0,0.9999934434890747,0.7913448810577393,0.05470525,5033.0,193.0,0.04329072,1.0,1.0,4.0
10933,5.0,71.0,1.0009374618530273,0.8774412870407104,0.05470525,5036.0,197.0,0.048000645,0.0,1.0,5.0
10934,8.0,56.0,1.0003893375396729,0.876960813999176,0.05470525,5037.0,200.0,0.04797436,0.0,1.0,3.0
10935,1.0,62.0,1.0000554323196411,0.6363939642906189,0.05470525,5038.0,201.0,0.03481409,0.0,1.0,1.0
10937,6.0,44.0,0.9998219013214111,1.244267225265503,0.05470525,5040.0,196.0,0.06806795,1.0,1.0,1.0
10940,5.0,73.0,0.9997552037239075,0.7911564111709595,0.05470525,5044.0,192.0,0.043280408,1.0,1.0,3.0
10942,6.0,35.0,0.9997552037239075,1.0521464347839355,0.05470525,5046.0,192.0,0.057557933,1.0,0.0,8.0
10943,9.0,83.0,0.9992244839668274,0.6358651518821716,0.05470525,5047.0,199.0,0.034785163,0.0,1.0,2.0
10952,3.0,61.0,1.0009374618530273,0.8774412870407104,0.05470525,5057.0,197.0,0.048000645,0.0,1.0,1.0
10954,7.0,67.0,1.0003893375396729,1.352976679801941,0.05470525,5060.0,200.0,0.074014924,0.0,1.0,5.0
10956,7.0,40.0,0.9997552037239075,1.1340831518173218,0.05470525,5062.0,192.0,0.062040303,1.0,1.0,10.0
10957,5.0,47.0,1.0000554323196411,1.1279431581497192,0.05470525,5063.0,201.0,0.061704412,0.0,1.0,8.0
10959,5.0,33.0,0.9997552037239075,1.1629085540771484,0.05470525,5066.0,192.0,0.0636172,1.0,1.0,9.0
10960,1.0,29.0,0.9997552037239075,1.0809534788131714,0.05470525,5067.0,192.0,0.05913383,1.0,1.0,8.0
10961,6.0,77.0,0.9997552037239075,0.7911564111709595,0.05470525,5068.0,192.0,0.043280408,1.0,1.0,4.0
10963,8.0,58.0,0.9997552037239075,0.7911564111709595,0.05470525,5070.0,192.0,0.043280408,1.0,0.0,10.0
10965,7.0,33.0,0.9997552037239075,1.0809534788131714,0.05470525,5072.0,192.0,0.05913383,1.0,1.0,3.0
10966,4.0,69.0,1.0003948211669922,0.7916625738143921,0.05470525,5074.0,195.0,0.043308098,1.0,1.0,3.0
10968,2.0,49.0,0.9976308941841125,1.1316734552383423,0.05470525,5076.0,194.0,0.06190848,1.0,1.0,7.0
10970,6.0,36.0,0.9997552037239075,1.1340831518173218,0.05470525,5078.0,192.0,0.062040303,1.0,1.0,9.0
10971,5.0,56.0,1.0003893375396729,1.352976679801941,0.05470525,5079.0,200.0,0.074014924,0.0,1.0,3.0
10973,8.0,49.0,1.0000554323196411,1.1279431581497192,0.05470525,5081.0,201.0,0.061704412,0.0,1.0,10.0
10974,7.0,65.0,0.9997552037239075,0.9348054528236389,0.05470525,5083.0,192.0,0.051138766,1.0,1.0,5.0
10976,4.0,48.0,1.0003893375396729,1.1283197402954102,0.05470525,5085.0,200.0,0.061725013,0.0,1.0,6.0
10977,10.0,51.0,0.9998219013214111,1.0522162914276123,0.05470525,5086.0,196.0,0.057561755,1.0,1.0,6.0
10978,5.0,22.0,1.0000554323196411,1.160959243774414,0.05470525,5087.0,201.0,0.06351057,0.0,0.0,10.0
10979,7.0,46.0,0.9992244839668274,1.127005934715271,0.05470525,5088.0,199.0,0.06165314,0.0,1.0,1.0
10981,5.0,76.0,0.9997552037239075,0.7911564111709595,0.05470525,5091.0,192.0,0.043280408,1.0,1.0,3.0
10984,6.0,48.0,0.9997552037239075,1.1340831518173218,0.05470525,5094.0,192.0,0.062040303,1.0,1.0,10.0
10985,9.0,57.0,0.9999934434890747,0.7913448810577393,0.05470525,5096.0,193.0,0.04329072,1.0,1.0,6.0
10988,6.0,61.0,1.0000554323196411,1.3525253534317017,0.05470525,5099.0,201.0,0.07399024,0.0,1.0,2.0
10994,0.0,37.0,1.0009374618530273,0.8193138241767883,0.05470525,5106.0,197.0,0.044820767,0.0,0.0,8.0
10995,6.0,32.0,1.0009374618530273,1.1619831323623657,0.05470525,5107.0,197.0,0.06356658,0.0,1.0,2.0
10996,2.0,43.0,0.9998219013214111,1.244267225265503,0.05470525,5108.0,196.0,0.06806795,1.0,0.0,2.0
10997,7.0,30.0,0.9976308941841125,1.0271658897399902,0.05470525,5110.0,194.0,0.056191366,1.0,0.0,7.0
10998,4.0,27.0,1.0009374618530273,1.1619831323623657,0.05470525,5111.0,197.0,0.06356658,0.0,0.0,7.0
11000,5.0,17.0,0.9997552037239075,1.0293530225753784,0.05470525,5113.0,192.0,0.056311015,1.0,1.0,9.0
11001,8.0,49.0,0.9999934434890747,1.1343532800674438,0.05470525,5114.0,193.0,0.06205508,1.0,0.0,6.0
11002,6.0,18.0,1.0009374618530273,1.096295714378357,0.05470525,5115.0,197.0,0.059973132,0.0,0.0,9.0
11005,5.0,63.0,1.0009374618530273,1.3537179231643677,0.05470525,5118.0,197.0,0.07405548,0.0,1.0,1.0
11007,5.0,28.0,0.9998219013214111,1.0294216871261597,0.05470525,5120.0,196.0,0.05631477,1.0,0.0,7.0
11009,1.0,43.0,0.9997552037239075,1.0521464347839355,0.05470525,5122.0,192.0,0.057557933,1.0,1.0,9.0
11012,5.0,49.0,0.9998219013214111,1.244267225265503,0.05470525,5125.0,196.0,0.06806795,1.0,1.0,1.0
11014,8.0,71.0,0.9997552037239075,0.9348054528236389,0.05470525,5127.0,192.0,0.051138766,1.0,0.0,2.0
11015,4.0,20.0,1.0009374618530273,1.1619831323623657,0.05470525,5128.0,197.0,0.06356658,0.0,0.0,6.0
11016,2.0,42.0,0.9996680021286011,0.8182746171951294,0.05470525,5129.0,198.0,0.04476392,0.0,0.0,7.0
11017,5.0,58.0,0.9998219013214111,0.8645554780960083,0.05470525,5131.0,196.0,0.047295723,1.0,1.0,2.0
11019,5.0,49.0,0.9992244839668274,0.817911684513092,0.05470525,5133.0,199.0,0.044744063,0.0,0.0,7.0
11020,5.0,36.0,1.0000554323196411,0.818591833114624,0.05470525,5134.0,201.0,0.04478127,0.0,1.0,1.0
11023,4.0,67.0,1.0003893375396729,0.6366064548492432,0.05470525,5138.0,200.0,0.034825716,0.0,1.0,2.0
11024,5.0,45.0,0.9998219013214111,1.244267225265503,0.05470525,5139.0,196.0,0.06806795,1.0,1.0,6.0
11029,3.0,61.0,0.9997552037239075,0.7911564111709595,0.05470525,5144.0,192.0,0.043280408,1.0,1.0,6.0
11030,8.0,64.0,1.0003893375396729,1.352976679801941,0.05470525,5145.0,200.0,0.074014924,0.0,1.0,7.0
11032,9.0,46.0,1.0003948211669922,1.0528196096420288,0.05470525,5147.0,195.0,0.05759476,1.0,0.0,7.0
11033,2.0,31.0,0.9997552037239075,1.1629085540771484,0.05470525,5149.0,192.0,0.0636172,1.0,0.0,10.0
11034,6.0,83.0,1.0009374618530273,0.6369551420211792,0.05470525,5150.0,197.0,0.03484479,0.0,1.0,1.0
11035,4.0,68.0,0.9992244839668274,0.8759396076202393,0.05470525,5151.0,199.0,0.047918495,0.0,1.0,3.0
11038,8.0,79.0,1.0000554323196411,0.6363939642906189,0.05470525,5154.0,201.0,0.03481409,0.0,1.0,3.0
11039,6.0,50.0,0.9999934434890747,1.0523968935012817,0.05470525,5155.0,193.0,0.057571635,1.0,1.0,5.0
11042,2.0,17.0,0.9997552037239075,1.0293530225753784,0.05470525,5159.0,192.0,0.056311015,1.0,1.0,3.0
11045,8.0,66.0,0.9997552037239075,0.8644978404045105,0.05470525,5163.0,192.0,0.04729257,1.0,1.0,3.0
11046,5.0,85.0,0.9999934434890747,0.864703893661499,0.05470525,5164.0,193.0,0.047303844,1.0,1.0,4.0
11047,7.0,46.0,0.9997552037239075,1.0521464347839355,0.05470525,5165.0,192.0,0.057557933,1.0,1.0,4.0
11048,8.0,39.0,1.0009374618530273,0.8193138241767883,0.05470525,5166.0,197.0,0.044820767,0.0,0.0,6.0
11049,7.0,25.0,1.0009374618530273,1.1270512342453003,0.05470525,5167.0,197.0,0.06165562,0.0,0.0,6.0
11051,7.0,37.0,0.9992244839668274,1.127005934715271,0.05470525,5170.0,199.0,0.06165314,0.0,1.0,4.0
11052,9.0,22.0,0.9976308941841125,1.1604379415512085,0.05470525,5171.0,194.0,0.063482046,1.0,1.0,4.0
11056,4.0,22.0,1.0009374618530273,1.1270512342453003,0.05470525,5175.0,197.0,0.06165562,0.0,0.0,7.0
11057,8.0,18.0,1.0000554323196411,1.095329999923706,0.05470525,5176.0,201.0,0.0599203,0.0,0.0,3.0
11061,6.0,35.0,0.9997552037239075,1.244184136390686,0.05470525,5180.0,192.0,0.0680634,1.0,1.0,9.0
11063,3.0,31.0,0.9997552037239075,1.1629085540771484,0.05470525,5182.0,192.0,0.0636172,1.0,0.0,8.0
11065,5.0,32.0,1.0009374618530273,1.1619831323623657,0.05470525,5184.0,197.0,0.06356658,0.0,1.0,10.0
11067,3.0,57.0,0.9992244839668274,0.8759396076202393,0.05470525,5186.0,199.0,0.047918495,0.0,0.0,2.0
11069,7.0,34.0,1.0003893375396729,1.1264338493347168,0.05470525,5188.0,200.0,0.061621845,0.0,1.0,1.0
11070,5.0,49.0,0.9996680021286011,0.8182746171951294,0.05470525,5189.0,198.0,0.04476392,0.0,1.0,6.0
11079,7.0,86.0,1.0009374618530273,0.8774412870407104,0.05470525,3183.0,197.0,0.048000645,0.0,0.0,6.0
11084,5.0,80.0,1.0003948211669922,0.7916625738143921,0.05470525,3189.0,195.0,0.043308098,1.0,1.0,1.0
11089,3.0,62.0,0.9976308941841125,0.9328192472457886,0.05470525,3195.0,194.0,0.05103011,1.0,1.0,5.0
11090,6.0,50.0,0.9998219013214111,1.0522162914276123,0.05470525,3196.0,196.0,0.057561755,1.0,1.0,8.0
11092,8.0,64.0,0.9997552037239075,0.9348054528236389,0.05470525,3198.0,192.0,0.051138766,1.0,1.0,5.0
11093,7.0,23.0,0.9999934434890747,1.163185715675354,0.05470525,3199.0,193.0,0.06363237,1.0,1.0,2.0
11095,4.0,71.0,1.0000554323196411,1.3525253534317017,0.05470525,3201.0,201.0,0.07399024,0.0,1.0,2.0
11096,4.0,80.0,1.0000554323196411,0.8766680955886841,0.05470525,3202.0,201.0,0.047958348,0.0,1.0,1.0
11099,7.0,17.0,1.0009374618530273,1.096295714378357,0.05470525,3206.0,197.0,0.059973132,0.0,1.0,7.0
11103,7.0,26.0,0.9997552037239075,1.1629085540771484,0.05470525,3211.0,192.0,0.0636172,1.0,1.0,3.0
11104,6.0,18.0,0.9996680021286011,1.0949056148529053,0.05470525,3212.0,198.0,0.059897084,0.0,1.0,7.0
11105,5.0,64.0,1.0000554323196411,0.8766680955886841,0.05470525,3213.0,201.0,0.047958348,0.0,1.0,3.0
11106,0.0,42.0,0.9976308941841125,1.0499104261398315,0.05470525,3214.0,194.0,0.057435613,1.0,0.0,7.0
11108,4.0,68.0,0.9997552037239075,0.9348054528236389,0.05470525,3216.0,192.0,0.051138766,1.0,0.0,5.0
11109,5.0,61.0,1.0009374618530273,0.8774412870407104,0.05470525,3217.0,197.0,0.048000645,0.0,1.0,3.0
11110,8.0,54.0,1.0009374618530273,1.1289379596710205,0.05470525,3218.0,197.0,0.061758835,0.0,1.0,6.0
11111,7.0,30.0,1.0000554323196411,1.160959243774414,0.05470525,3219.0,201.0,0.06351057,0.0,1.0,4.0
11113,5.0,69.0,1.0009374618530273,0.8774412870407104,0.05470525,3221.0,197.0,0.048000645,0.0,1.0,1.0
11114,5.0,50.0,1.0000554323196411,1.1279431581497192,0.05470525,3222.0,201.0,0.061704412,0.0,1.0,7.0
11115,8.0,36.0,0.9999934434890747,1.1343532800674438,0.05470525,3223.0,193.0,0.06205508,1.0,1.0,9.0
11117,5.0,16.0,0.9997552037239075,1.0293530225753784,0.05470525,3225.0,192.0,0.056311015,1.0,1.0,9.0
11119,5.0,51.0,0.9976308941841125,1.0499104261398315,0.05470525,3227.0,194.0,0.057435613,1.0,1.0,4.0
11120,5.0,70.0,1.0009374618530273,1.3537179231643677,0.05470525,3228.0,197.0,0.07405548,0.0,0.0,5.0
11124,7.0,28.0,1.0000554323196411,1.1260579824447632,0.05470525,3232.0,201.0,0.061601285,0.0,0.0,10.0
11127,4.0,41.0,1.0003893375396729,0.818865180015564,0.05470525,3235.0,200.0,0.044796225,0.0,1.0,4.0
11128,5.0,42.0,0.9998219013214111,1.244267225265503,0.05470525,3237.0,196.0,0.06806795,1.0,0.0,7.0
11129,4.0,26.0,0.9998219013214111,1.0294216871261597,0.05470525,3238.0,196.0,0.05631477,1.0,0.0,5.0
11130,5.0,80.0,0.9976308941841125,0.8626609444618225,0.05470525,3239.0,194.0,0.04719208,1.0,0.0,4.0
11134,9.0,50.0,1.0003893375396729,0.818865180015564,0.05470525,3243.0,200.0,0.044796225,0.0,1.0,1.0
11135,7.0,64.0,1.0009374618530273,1.3537179231643677,0.05470525,3245.0,197.0,0.07405548,0.0,1.0,4.0
11136,7.0,42.0,1.0009374618530273,1.1289379596710205,0.05470525,3246.0,197.0,0.061758835,0.0,0.0,9.0
11137,6.0,21.0,1.0000554323196411,1.160959243774414,0.05470525,3247.0,201.0,0.06351057,0.0,1.0,7.0
11139,7.0,66.0,0.9997552037239075,0.9348054528236389,0.05470525,3250.0,192.0,0.051138766,1.0,0.0,8.0
11140,6.0,65.0,0.9997552037239075,0.8644978404045105,0.05470525,3251.0,192.0,0.04729257,1.0,0.0,4.0
11141,3.0,64.0,0.9997552037239075,0.8644978404045105,0.05470525,3252.0,192.0,0.04729257,1.0,1.0,5.0
11142,4.0,59.0,0.9999934434890747,0.7913448810577393,0.05470525,3253.0,193.0,0.04329072,1.0,1.0,3.0
11144,4.0,58.0,1.0009374618530273,1.3537179231643677,0.05470525,3255.0,197.0,0.07405548,0.0,1.0,4.0
11146,7.0,81.0,0.9998219013214111,0.8645554780960083,0.05470525,3257.0,196.0,0.047295723,1.0,0.0,3.0
11149,5.0,57.0,0.9997552037239075,0.7911564111709595,0.05470525,3260.0,192.0,0.043280408,1.0,0.0,4.0
11151,5.0,31.0,0.9997552037239075,1.0809534788131714,0.05470525,3262.0,192.0,0.05913383,1.0,0.0,9.0
11152,1.0,24.0,1.0000554323196411,1.095329999923706,0.05470525,3263.0,201.0,0.0599203,0.0,1.0,5.0
11160,5.0,66.0,1.0000554323196411,0.8766680955886841,0.05470525,3271.0,201.0,0.047958348,0.0,0.0,4.0
11162,5.0,44.0,0.9998219013214111,1.244267225265503,0.05470525,3274.0,196.0,0.06806795,1.0,1.0,4.0
11163,6.0,51.0,0.9992244839668274,1.127005934715271,0.05470525,3275.0,199.0,0.06165314,0.0,1.0,4.0
11164,8.0,93.0,1.0000554323196411,0.6363939642906189,0.05470525,3276.0,201.0,0.03481409,0.0,1.0,4.0
11165,5.0,79.0,0.9997552037239075,0.7911564111709595,0.05470525,3277.0,192.0,0.043280408,1.0,1.0,4.0
11166,6.0,72.0,0.9998219013214111,0.8645554780960083,0.05470525,3278.0,196.0,0.047295723,1.0,1.0,2.0
11167,7.0,67.0,0.9997552037239075,0.7911564111709595,0.05470525,3279.0,192.0,0.043280408,1.0,1.0,3.0
11171,4.0,32.0,1.0003948211669922,1.163652777671814,0.05470525,3284.0,195.0,0.06365792,1.0,1.0,6.0
11173,4.0,27.0,1.0000554323196411,1.160959243774414,0.05470525,3286.0,201.0,0.06351057,0.0,1.0,7.0
11178,8.0,50.0,0.9997552037239075,1.1340831518173218,0.05470525,3291.0,192.0,0.062040303,1.0,1.0,9.0
11179,6.0,42.0,0.9992244839668274,1.127005934715271,0.05470525,3292.0,199.0,0.06165314,0.0,0.0,8.0
11185,8.0,20.0,0.9998219013214111,1.1629860401153564,0.05470525,3299.0,196.0,0.06362144,1.0,1.0,9.0
11186,4.0,24.0,0.9992244839668274,1.1599946022033691,0.05470525,3300.0,199.0,0.063457794,0.0,0.0,3.0
11187,5.0,26.0,0.9999934434890747,1.029598355293274,0.05470525,3301.0,193.0,0.056324437,1.0,1.0,9.0
11190,7.0,64.0,0.9999934434890747,0.864703893661499,0.05470525,3304.0,193.0,0.047303844,1.0,0.0,3.0
11191,5.0,43.0,0.9999934434890747,1.0523968935012817,0.05470525,3305.0,193.0,0.057571635,1.0,1.0,9.0
11192,5.0,70.0,1.0000554323196411,0.6363939642906189,0.05470525,3307.0,201.0,0.03481409,0.0,1.0,10.0
11195,7.0,87.0,0.9992244839668274,0.6358651518821716,0.05470525,3310.0,199.0,0.034785163,0.0,0.0,6.0
11196,8.0,86.0,1.0009374618530273,0.6369551420211792,0.05470525,3311.0,197.0,0.03484479,0.0,1.0,2.0
11197,2.0,36.0,0.9998219013214111,1.0522162914276123,0.05470525,3312.0,196.0,0.057561755,1.0,1.0,7.0
11200,7.0,58.0,0.9998219013214111,0.9348678588867188,0.05470525,3317.0,196.0,0.05114218,1.0,1.0,10.0
11205,5.0,60.0,0.9976308941841125,0.9328192472457886,0.05470525,3322.0,194.0,0.05103011,1.0,1.0,5.0
11206,5.0,51.0,0.9996680021286011,0.8182746171951294,0.05470525,3323.0,198.0,0.04476392,0.0,0.0,2.0
11208,6.0,74.0,1.0009374618530273,1.3537179231643677,0.05470525,3325.0,197.0,0.07405548,0.0,1.0,8.0
11209,7.0,50.0,1.0009374618530273,0.8193138241767883,0.05470525,3326.0,197.0,0.044820767,0.0,1.0,5.0
11211,3.0,44.0,1.0003948211669922,1.1348087787628174,0.05470525,3328.0,195.0,0.06208,1.0,1.0,4.0
11212,4.0,16.0,1.0003893375396729,1.0956953763961792,0.05470525,3329.0,200.0,0.05994029,0.0,1.0,3.0
11213,9.0,43.0,1.0009374618530273,0.8193138241767883,0.05470525,3330.0,197.0,0.044820767,0.0,0.0,2.0
11215,5.0,40.0,1.0000554323196411,1.1279431581497192,0.05470525,3332.0,201.0,0.061704412,0.0,1.0,7.0
11217,7.0,78.0,0.9998219013214111,0.8645554780960083,0.05470525,3335.0,196.0,0.047295723,1.0,1.0,3.0
11218,5.0,33.0,0.9999934434890747,1.163185715675354,0.05470525,3336.0,193.0,0.06363237,1.0,0.0,9.0
11220,5.0,39.0,0.9997552037239075,1.1340831518173218,0.05470525,3338.0,192.0,0.062040303,1.0,0.0,5.0
11222,8.0,61.0,0.9999934434890747,0.9350281953811646,0.05470525,3341.0,193.0,0.05115095,1.0,1.0,7.0
11223,7.0,63.0,1.0009374618530273,0.8774412870407104,0.05470525,3342.0,197.0,0.048000645,0.0,0.0,6.0
11229,4.0,64.0,1.0003893375396729,1.352976679801941,0.05470525,3348.0,200.0,0.074014924,0.0,0.0,5.0
11230,8.0,16.0,1.0000554323196411,1.095329999923706,0.05470525,3350.0,201.0,0.0599203,0.0,1.0,7.0
11232,8.0,71.0,0.9976308941841125,0.9328192472457886,0.05470525,3352.0,194.0,0.05103011,1.0,1.0,5.0
11233,5.0,48.0,1.0000554323196411,0.818591833114624,0.05470525,3353.0,201.0,0.04478127,0.0,0.0,5.0
11234,5.0,25.0,0.9998219013214111,1.0294216871261597,0.05470525,3354.0,196.0,0.05631477,1.0,1.0,7.0
11236,1.0,32.0,0.9992244839668274,1.0944198369979858,0.05470525,3356.0,199.0,0.05987051,0.0,1.0,5.0
11238,2.0,55.0,0.9996680021286011,0.8763284683227539,0.05470525,3359.0,198.0,0.047939766,0.0,0.0,4.0
11240,6.0,55.0,1.0009374618530273,0.8774412870407104,0.05470525,3361.0,197.0,0.048000645,0.0,0.0,4.0
11241,8.0,53.0,1.0009374618530273,0.8193138241767883,0.05470525,3362.0,197.0,0.044820767,0.0,1.0,7.0
11242,6.0,38.0,1.0000554323196411,0.818591833114624,0.05470525,3363.0,201.0,0.04478127,0.0,0.0,7.0
11244,7.0,43.0,0.9997552037239075,1.1340831518173218,0.05470525,3366.0,192.0,0.062040303,1.0,0.0,8.0
11245,7.0,59.0,0.9992244839668274,1.351401686668396,0.05470525,3367.0,199.0,0.073928766,0.0,1.0,9.0
11246,6.0,52.0,0.9998219013214111,1.0522162914276123,0.05470525,3368.0,196.0,0.057561755,1.0,1.0,5.0
11249,5.0,79.0,0.9997552037239075,0.7911564111709595,0.05470525,3371.0,192.0,0.043280408,1.0,1.0,5.0
11251,5.0,30.0,1.0009374618530273,1.1270512342453003,0.05470525,3373.0,197.0,0.06165562,0.0,1.0,5.0
11253,4.0,23.0,0.9997552037239075,1.1629085540771484,0.05470525,3375.0,192.0,0.0636172,1.0,1.0,6.0
11254,6.0,29.0,1.0003948211669922,1.163652777671814,0.05470525,3376.0,195.0,0.06365792,1.0,1.0,5.0
11255,2.0,80.0,1.0000554323196411,0.6363939642906189,0.05470525,3377.0,201.0,0.03481409,0.0,1.0,2.0
11259,3.0,38.0,1.0009374618530273,1.1289379596710205,0.05470525,3383.0,197.0,0.061758835,0.0,1.0,8.0
11263,8.0,43.0,0.9997552037239075,1.1340831518173218,0.05470525,3387.0,192.0,0.062040303,1.0,1.0,7.0
11264,5.0,69.0,0.9992244839668274,0.8759396076202393,0.05470525,3388.0,199.0,0.047918495,0.0,1.0,4.0
11265,7.0,34.0,0.9992244839668274,1.1599946022033691,0.05470525,3390.0,199.0,0.063457794,0.0,1.0,8.0
11267,4.0,56.0,1.0009374618530273,0.8774412870407104,0.05470525,3392.0,197.0,0.048000645,0.0,1.0,3.0
11268,7.0,76.0,0.9997552037239075,0.7911564111709595,0.05470525,3393.0,192.0,0.043280408,1.0,0.0,4.0
11269,6.0,73.0,1.0009374618530273,0.8774412870407104,0.05470525,3394.0,197.0,0.048000645,0.0,1.0,5.0
11272,5.0,92.0,0.9992244839668274,0.6358651518821716,0.05470525,3397.0,199.0,0.034785163,0.0,1.0,2.0
11275,6.0,35.0,0.9996680021286011,1.127506136894226,0.05470525,3400.0,198.0,0.061680507,0.0,1.0,7.0
11276,5.0,81.0,1.0009374618530273,0.8774412870407104,0.05470525,3401.0,197.0,0.048000645,0.0,1.0,1.0
11279,7.0,27.0,0.9998219013214111,1.1629860401153564,0.05470525,3404.0,196.0,0.06362144,1.0,1.0,1.0
11280,4.0,27.0,1.0003948211669922,1.0300112962722778,0.05470525,3405.0,195.0,0.056347024,1.0,0.0,1.0
11281,4.0,21.0,0.9998219013214111,1.1629860401153564,0.05470525,3406.0,196.0,0.06362144,1.0,1.0,2.0
11282,6.0,38.0,0.9997552037239075,1.0521464347839355,0.05470525,3407.0,192.0,0.057557933,1.0,0.0,9.0
11285,3.0,61.0,1.0009374618530273,0.8774412870407104,0.05470525,3410.0,197.0,0.048000645,0.0,0.0,3.0
11289,3.0,58.0,0.9998219013214111,0.7912091016769409,0.05470525,3414.0,196.0,0.04328329,1.0,1.0,2.0
11290,7.0,29.0,0.9997552037239075,1.0809534788131714,0.05470525,3415.0,192.0,0.05913383,1.0,1.0,9.0
11293,3.0,67.0,0.9992244839668274,0.8759396076202393,0.05470525,3418.0,199.0,0.047918495,0.0,1.0,1.0
11295,5.0,30.0,0.9999934434890747,1.0812112092971802,0.05470525,3420.0,193.0,0.059147928,1.0,0.0,9.0
11296,7.0,42.0,1.0000554323196411,0.818591833114624,0.05470525,3421.0,201.0,0.04478127,0.0,1.0,6.0
11297,4.0,58.0,0.9998219013214111,0.7912091016769409,0.05470525,3423.0,196.0,0.04328329,1.0,1.0,5.0
11299,6.0,53.0,1.0003893375396729,0.818865180015564,0.05470525,3425.0,200.0,0.044796225,0.0,1.0,5.0
11300,6.0,68.0,0.9999934434890747,0.864703893661499,0.05470525,3426.0,193.0,0.047303844,1.0,1.0,2.0
